,Usia,Gender,Gaji,Jumalh-Anak
2520,54,P,5-10jt,0
2521,41,P,5-10jt,3
2522,48,L,5-10jt,4
2523,60,P,1-3jt,5
2524,31,L,3-5jt,2
2525,59,P,1-3jt,6
2526,21,P,3-5jt,2
2527,19,P,3-5jt,2
2528,37,L,3-5jt,0
2529,60,P,5-10jt,6
2530,20,P,1-3jt,3
2531,44,L,5-10jt,4
2532,40,L,3-5jt,3
2533,36,P,5-10jt,5
2534,49,L,5-10jt,3
2535,53,L,1-3jt,4
2536,36,P,3-5jt,6
2537,50,L,1-3jt,5
2538,17,P,3-5jt,6
2539,47,L,5-10jt,3
2540,26,P,5-10jt,4
2541,27,L,1-3jt,0
2542,42,P,1-3jt,0
2543,40,L,3-5jt,3
2544,48,L,1-3jt,6
2545,53,P,3-5jt,0
2546,34,L,1-3jt,3
2547,17,L,1-3jt,2
2548,53,P,5-10jt,5
2549,27,P,3-5jt,3
2550,47,P,5-10jt,1
2551,29,L,3-5jt,5
2552,56,L,5-10jt,0
2553,23,L,5-10jt,2
2554,20,P,3-5jt,3
2555,27,L,3-5jt,3
2556,57,L,1-3jt,6
2557,27,L,1-3jt,0
2558,38,P,5-10jt,6
2559,45,P,3-5jt,4
2560,38,P,1-3jt,5
2561,53,L,1-3jt,2
2562,19,L,3-5jt,2
2563,17,P,3-5jt,3
2564,32,P,5-10jt,0
2565,35,L,1-3jt,6
2566,57,P,1-3jt,1
2567,32,L,3-5jt,1
2568,39,L,5-10jt,5
2569,19,L,1-3jt,4
2570,51,L,1-3jt,0
2571,35,P,5-10jt,6
2572,48,L,1-3jt,0
2573,22,P,1-3jt,0
2574,46,L,5-10jt,1
2575,28,L,3-5jt,2
2576,19,L,5-10jt,1
2577,29,P,1-3jt,1
2578,53,L,5-10jt,2
2579,38,P,5-10jt,2
2580,25,P,5-10jt,3
2581,31,P,5-10jt,5
2582,18,P,1-3jt,2
2583,55,L,5-10jt,4
2584,27,L,3-5jt,1
2585,39,L,1-3jt,5
2586,60,P,3-5jt,6
2587,52,P,3-5jt,6
2588,27,L,1-3jt,0
2589,34,P,1-3jt,1
2590,17,P,1-3jt,4
2591,40,P,5-10jt,0
2592,22,L,1-3jt,6
2593,60,P,3-5jt,3
2594,44,P,1-3jt,4
2595,42,L,3-5jt,6
2596,44,P,3-5jt,5
2597,29,L,5-10jt,3
2598,45,P,3-5jt,0
2599,35,P,1-3jt,2
2600,50,L,3-5jt,4
2601,51,P,3-5jt,0
2602,41,L,1-3jt,2
2603,54,P,3-5jt,3
2604,44,P,5-10jt,6
2605,35,P,3-5jt,4
2606,57,P,1-3jt,3
2607,44,L,5-10jt,0
2608,27,L,5-10jt,0
2609,28,L,3-5jt,2
2610,59,L,5-10jt,6
2611,59,L,1-3jt,3
2612,19,L,3-5jt,4
2613,21,L,1-3jt,4
2614,34,L,1-3jt,4
2615,45,L,5-10jt,5
2616,59,L,5-10jt,6
2617,26,P,1-3jt,1
2618,47,L,3-5jt,6
2619,49,P,1-3jt,4
2620,36,L,5-10jt,5
2621,47,P,1-3jt,2
2622,48,L,3-5jt,4
2623,53,L,1-3jt,6
2624,42,L,5-10jt,2
2625,30,L,5-10jt,2
2626,53,P,1-3jt,4
2627,31,P,3-5jt,6
2628,36,L,3-5jt,0
2629,33,P,5-10jt,0
2630,31,P,3-5jt,3
2631,41,L,1-3jt,0
2632,50,L,3-5jt,6
2633,41,P,1-3jt,4
2634,49,L,1-3jt,1
2635,40,P,3-5jt,1
2636,41,P,5-10jt,1
2637,60,P,3-5jt,6
2638,28,L,1-3jt,1
2639,28,L,3-5jt,1
2640,45,L,5-10jt,2
2641,30,P,1-3jt,1
2642,43,P,3-5jt,6
2643,49,L,1-3jt,0
2644,48,P,5-10jt,3
2645,35,P,5-10jt,0
2646,29,P,5-10jt,4
2647,17,L,5-10jt,2
2648,28,P,1-3jt,2
2649,55,P,1-3jt,1
2650,17,P,1-3jt,5
2651,57,L,1-3jt,6
2652,23,L,5-10jt,0
2653,48,L,5-10jt,2
2654,32,L,1-3jt,6
2655,47,L,5-10jt,6
2656,43,P,3-5jt,1
2657,17,P,3-5jt,2
2658,41,P,5-10jt,6
2659,32,P,3-5jt,4
2660,22,P,1-3jt,0
2661,24,P,1-3jt,5
2662,18,P,3-5jt,6
2663,17,P,1-3jt,0
2664,25,P,5-10jt,0
2665,30,P,5-10jt,0
2666,36,P,1-3jt,6
2667,24,L,1-3jt,0
2668,34,P,5-10jt,3
2669,50,P,5-10jt,3
2670,38,L,3-5jt,2
2671,38,L,1-3jt,6
2672,42,P,5-10jt,5
2673,19,P,5-10jt,3
2674,59,L,5-10jt,6
2675,22,P,1-3jt,4
2676,19,P,1-3jt,4
2677,31,P,5-10jt,2
2678,23,L,5-10jt,6
2679,17,P,3-5jt,1
2680,46,L,3-5jt,1
2681,18,P,5-10jt,1
2682,37,P,1-3jt,5
2683,56,L,1-3jt,1
2684,33,L,5-10jt,3
2685,52,P,3-5jt,6
2686,35,P,1-3jt,5
2687,35,L,3-5jt,5
2688,28,L,1-3jt,1
2689,20,L,3-5jt,4
2690,31,P,5-10jt,0
2691,26,L,3-5jt,6
2692,58,P,5-10jt,5
2693,36,L,5-10jt,4
2694,24,L,5-10jt,4
2695,24,L,5-10jt,2
2696,60,P,5-10jt,4
2697,36,L,5-10jt,6
2698,51,P,3-5jt,1
2699,30,P,3-5jt,3
2700,24,P,1-3jt,0
2701,33,L,3-5jt,4
2702,50,L,3-5jt,5
2703,50,P,5-10jt,3
2704,58,L,1-3jt,0
2705,55,P,1-3jt,3
2706,53,L,1-3jt,5
2707,52,L,3-5jt,1
2708,40,L,1-3jt,0
2709,23,P,5-10jt,4
2710,30,L,1-3jt,2
2711,56,L,1-3jt,6
2712,25,P,1-3jt,1
2713,56,L,3-5jt,0
2714,39,L,3-5jt,5
2715,37,P,1-3jt,2
2716,18,L,5-10jt,4
2717,33,P,5-10jt,3
2718,44,L,1-3jt,2
2719,33,P,1-3jt,3
2720,29,L,1-3jt,5
2721,19,L,5-10jt,1
2722,35,P,3-5jt,2
2723,42,L,1-3jt,1
2724,42,P,5-10jt,4
2725,60,P,3-5jt,0
2726,42,P,3-5jt,1
2727,35,L,5-10jt,2
2728,41,P,3-5jt,1
2729,36,L,5-10jt,3
2730,50,P,1-3jt,6
2731,24,P,3-5jt,3
2732,17,P,5-10jt,4
2733,27,P,1-3jt,1
2734,19,P,3-5jt,2
2735,30,L,1-3jt,2
2736,44,L,1-3jt,0
2737,49,L,3-5jt,3
2738,55,P,3-5jt,2
2739,56,P,3-5jt,2
2740,29,P,3-5jt,6
2741,54,P,1-3jt,5
2742,27,P,5-10jt,4
2743,49,P,3-5jt,4
2744,58,L,1-3jt,1
2745,25,P,5-10jt,3
2746,47,L,1-3jt,1
2747,37,L,3-5jt,0
2748,58,P,3-5jt,1
2749,19,P,1-3jt,6
2750,32,P,5-10jt,1
2751,27,L,5-10jt,3
2752,34,P,1-3jt,0
2753,47,P,1-3jt,3
2754,29,P,5-10jt,4
2755,29,L,3-5jt,1
2756,39,P,5-10jt,0
2757,32,L,3-5jt,4
2758,18,P,5-10jt,0
2759,46,P,1-3jt,1
2760,19,P,3-5jt,2
2761,38,P,1-3jt,4
2762,30,L,3-5jt,1
2763,51,P,1-3jt,4
2764,46,L,3-5jt,6
2765,50,L,3-5jt,5
2766,55,P,1-3jt,1
2767,32,L,5-10jt,5
2768,23,P,1-3jt,2
2769,47,P,1-3jt,2
2770,20,P,5-10jt,1
2771,19,P,3-5jt,1
2772,42,P,5-10jt,4
2773,36,P,3-5jt,4
2774,36,P,1-3jt,1
2775,35,L,1-3jt,1
2776,54,P,3-5jt,0
2777,39,L,1-3jt,4
2778,37,P,1-3jt,2
2779,51,L,5-10jt,3
2780,39,P,3-5jt,6
2781,49,P,3-5jt,5
2782,60,L,5-10jt,2
2783,53,L,5-10jt,0
2784,18,L,5-10jt,1
2785,41,P,3-5jt,1
2786,30,P,1-3jt,2
2787,17,P,5-10jt,2
2788,44,P,1-3jt,1
2789,39,P,1-3jt,4
2790,56,L,1-3jt,2
2791,57,P,3-5jt,5
2792,49,L,1-3jt,3
2793,59,L,5-10jt,6
2794,42,P,3-5jt,5
2795,50,L,3-5jt,2
2796,31,L,3-5jt,6
2797,23,L,3-5jt,5
2798,49,L,3-5jt,5
2799,34,P,5-10jt,1
2800,41,P,3-5jt,0
2801,31,P,1-3jt,0
2802,39,L,3-5jt,4
2803,50,P,5-10jt,3
2804,33,L,5-10jt,2
2805,54,P,3-5jt,5
2806,28,P,3-5jt,6
2807,23,L,1-3jt,2
2808,21,P,1-3jt,2
2809,48,L,3-5jt,5
2810,28,L,1-3jt,3
2811,56,P,1-3jt,6
2812,49,L,3-5jt,0
2813,25,L,1-3jt,5
2814,21,P,1-3jt,1
2815,36,P,3-5jt,5
2816,44,P,1-3jt,6
2817,18,L,5-10jt,4
2818,23,P,3-5jt,6
2819,30,L,1-3jt,5
2820,56,P,3-5jt,0
2821,44,P,1-3jt,0
2822,47,P,3-5jt,4
2823,57,L,1-3jt,2
2824,38,L,5-10jt,1
2825,44,L,5-10jt,5
2826,48,L,3-5jt,1
2827,27,P,5-10jt,2
2828,19,P,5-10jt,6
2829,48,L,1-3jt,2
2830,34,L,5-10jt,0
2831,37,L,5-10jt,2
2832,42,P,1-3jt,3
2833,31,L,5-10jt,5
2834,18,L,1-3jt,4
2835,48,L,3-5jt,1
2836,35,P,1-3jt,1
2837,23,L,3-5jt,1
2838,59,L,5-10jt,1
2839,27,L,5-10jt,2
2840,56,L,3-5jt,5
2841,27,P,3-5jt,6
2842,43,P,1-3jt,4
2843,54,P,3-5jt,0
2844,42,P,1-3jt,3
2845,44,P,5-10jt,6
2846,30,L,5-10jt,2
2847,33,L,5-10jt,6
2848,24,L,3-5jt,6
2849,29,P,1-3jt,3
2850,41,L,1-3jt,1
2851,28,P,1-3jt,5
2852,46,P,1-3jt,1
2853,36,L,5-10jt,4
2854,58,L,3-5jt,1
2855,51,P,5-10jt,2
2856,41,L,1-3jt,0
2857,51,L,1-3jt,6
2858,26,L,5-10jt,4
2859,27,L,5-10jt,4
2860,30,L,1-3jt,4
2861,19,L,3-5jt,6
2862,29,P,5-10jt,4
2863,35,L,3-5jt,3
2864,31,L,1-3jt,6
2865,42,L,5-10jt,0
2866,47,L,3-5jt,5
2867,35,L,1-3jt,2
2868,60,L,5-10jt,2
2869,38,P,5-10jt,2
2870,49,L,3-5jt,4
2871,41,P,3-5jt,1
2872,56,L,3-5jt,6
2873,49,P,1-3jt,1
2874,43,L,1-3jt,0
2875,60,P,5-10jt,2
2876,41,P,1-3jt,6
2877,22,L,1-3jt,2
2878,26,L,5-10jt,1
2879,48,L,3-5jt,3
2880,47,P,5-10jt,0
2881,17,L,3-5jt,5
2882,31,L,5-10jt,3
2883,44,P,3-5jt,2
2884,28,P,1-3jt,1
2885,25,L,3-5jt,6
2886,42,P,5-10jt,1
2887,45,L,1-3jt,5
2888,37,P,5-10jt,6
2889,39,P,3-5jt,1
2890,32,P,3-5jt,2
2891,31,P,1-3jt,4
2892,39,L,1-3jt,5
2893,56,P,5-10jt,4
2894,26,P,5-10jt,4
2895,57,P,1-3jt,3
2896,60,P,5-10jt,5
2897,32,L,5-10jt,3
2898,28,P,5-10jt,6
2899,40,P,3-5jt,3
2900,25,L,3-5jt,5
2901,58,P,3-5jt,6
2902,37,P,1-3jt,0
2903,22,P,5-10jt,1
2904,60,L,3-5jt,5
2905,41,L,1-3jt,2
2906,31,P,1-3jt,3
2907,32,L,1-3jt,3
2908,25,L,1-3jt,6
2909,17,P,3-5jt,0
2910,28,P,3-5jt,3
2911,17,L,3-5jt,5
2912,45,L,1-3jt,5
2913,45,L,1-3jt,1
2914,49,L,3-5jt,3
2915,24,L,3-5jt,1
2916,21,L,3-5jt,2
2917,45,L,1-3jt,6
2918,45,L,3-5jt,4
2919,32,P,5-10jt,5
2920,60,P,3-5jt,1
2921,18,L,5-10jt,5
2922,42,L,5-10jt,4
2923,17,P,3-5jt,2
2924,59,P,5-10jt,4
2925,33,L,1-3jt,0
2926,59,P,1-3jt,4
2927,37,L,3-5jt,1
2928,26,P,5-10jt,5
2929,37,L,3-5jt,4
2930,22,L,5-10jt,4
2931,26,L,5-10jt,2
2932,27,P,3-5jt,4
2933,54,P,1-3jt,2
2934,33,P,1-3jt,2
2935,21,L,3-5jt,4
2936,45,P,1-3jt,4
2937,45,L,1-3jt,4
2938,31,L,1-3jt,1
2939,43,P,3-5jt,4
2940,36,L,1-3jt,4
2941,42,L,5-10jt,3
2942,53,L,5-10jt,4
2943,28,P,5-10jt,1
2944,36,P,5-10jt,1
2945,35,L,5-10jt,6
2946,37,L,3-5jt,3
2947,19,P,1-3jt,4
2948,46,L,3-5jt,0
2949,43,L,5-10jt,2
2950,24,L,5-10jt,4
2951,53,P,1-3jt,5
2952,32,L,1-3jt,6
2953,30,P,5-10jt,3
2954,33,P,5-10jt,0
2955,52,L,5-10jt,2
2956,30,L,5-10jt,5
2957,32,L,3-5jt,4
2958,50,P,3-5jt,5
2959,39,L,5-10jt,2
2960,51,L,1-3jt,3
2961,60,P,5-10jt,4
2962,35,P,1-3jt,3
2963,53,P,5-10jt,5
2964,52,L,3-5jt,2
2965,43,P,1-3jt,5
2966,57,P,1-3jt,3
2967,58,P,5-10jt,5
2968,25,P,1-3jt,3
2969,46,L,1-3jt,3
2970,44,L,1-3jt,0
2971,52,P,1-3jt,1
2972,19,P,3-5jt,5
2973,36,L,3-5jt,3
2974,34,L,3-5jt,6
2975,17,P,1-3jt,3
2976,30,L,1-3jt,3
2977,59,P,5-10jt,5
2978,20,P,5-10jt,3
2979,47,P,1-3jt,5
2980,38,P,1-3jt,0
2981,46,P,5-10jt,2
2982,43,P,3-5jt,6
2983,20,L,1-3jt,5
2984,17,L,5-10jt,4
2985,23,P,1-3jt,2
2986,38,P,5-10jt,4
2987,59,P,1-3jt,4
2988,18,P,5-10jt,1
2989,51,L,5-10jt,0
2990,59,L,3-5jt,3
2991,52,L,5-10jt,6
2992,56,P,3-5jt,6
2993,60,L,1-3jt,5
2994,50,L,3-5jt,1
2995,44,P,5-10jt,4
2996,52,L,3-5jt,1
2997,26,P,1-3jt,0
2998,60,L,5-10jt,2
2999,22,P,1-3jt,5
3000,33,L,5-10jt,4
3001,43,L,1-3jt,2
3002,30,P,1-3jt,4
3003,20,P,3-5jt,6
3004,41,P,1-3jt,4
3005,58,L,1-3jt,6
3006,19,L,5-10jt,6
3007,54,L,1-3jt,5
3008,30,P,1-3jt,4
3009,53,P,5-10jt,5
3010,42,P,1-3jt,0
3011,46,P,1-3jt,3
3012,49,P,5-10jt,2
3013,18,P,1-3jt,3
3014,20,L,1-3jt,4
3015,33,P,5-10jt,1
3016,55,P,5-10jt,0
3017,25,P,5-10jt,4
3018,30,L,1-3jt,0
3019,56,P,1-3jt,1
3020,45,P,5-10jt,4
3021,39,L,5-10jt,0
3022,46,P,1-3jt,6
3023,53,L,1-3jt,0
3024,60,P,1-3jt,4
3025,40,P,3-5jt,5
3026,34,P,5-10jt,0
3027,28,L,1-3jt,4
3028,38,P,5-10jt,0
3029,30,L,1-3jt,3
3030,47,L,5-10jt,0
3031,43,L,3-5jt,2
3032,52,L,1-3jt,0
3033,34,P,1-3jt,4
3034,48,L,5-10jt,5
3035,33,L,1-3jt,1
3036,51,P,1-3jt,3
3037,35,P,1-3jt,1
3038,50,P,1-3jt,0
3039,21,L,5-10jt,6
3040,37,L,1-3jt,6
3041,20,L,3-5jt,1
3042,33,P,5-10jt,6
3043,31,L,5-10jt,1
3044,59,P,5-10jt,2
3045,55,P,1-3jt,6
3046,43,P,5-10jt,6
3047,29,L,5-10jt,5
3048,60,P,5-10jt,2
3049,57,L,1-3jt,2
3050,52,P,5-10jt,3
3051,27,P,1-3jt,6
3052,32,P,5-10jt,2
3053,50,L,5-10jt,4
3054,27,P,5-10jt,5
3055,60,L,3-5jt,2
3056,17,L,1-3jt,4
3057,23,P,1-3jt,5
3058,50,P,3-5jt,3
3059,17,L,1-3jt,3
3060,31,L,1-3jt,1
3061,24,L,5-10jt,4
3062,24,P,1-3jt,4
3063,56,L,3-5jt,1
3064,36,L,3-5jt,4
3065,31,L,5-10jt,4
3066,32,L,5-10jt,2
3067,35,L,5-10jt,4
3068,50,P,3-5jt,1
3069,55,L,5-10jt,0
3070,56,L,1-3jt,1
3071,47,P,3-5jt,1
3072,52,L,5-10jt,5
3073,30,L,1-3jt,5
3074,35,P,5-10jt,2
3075,53,L,1-3jt,4
3076,35,L,5-10jt,3
3077,41,P,3-5jt,0
3078,49,L,3-5jt,4
3079,40,L,5-10jt,6
3080,37,L,5-10jt,4
3081,45,P,1-3jt,2
3082,28,P,3-5jt,3
3083,18,P,1-3jt,2
3084,21,L,5-10jt,6
3085,37,P,3-5jt,3
3086,39,L,5-10jt,2
3087,34,L,3-5jt,0
3088,37,P,5-10jt,2
3089,19,P,1-3jt,3
3090,26,L,5-10jt,6
3091,21,L,3-5jt,0
3092,52,P,5-10jt,1
3093,34,P,1-3jt,0
3094,47,P,3-5jt,3
3095,27,P,1-3jt,5
3096,43,L,3-5jt,0
3097,28,P,5-10jt,2
3098,36,L,3-5jt,3
3099,51,P,1-3jt,6
3100,36,L,3-5jt,6
3101,31,P,5-10jt,3
3102,24,L,1-3jt,0
3103,45,P,1-3jt,3
3104,26,L,5-10jt,3
3105,35,L,5-10jt,2
3106,58,L,1-3jt,3
3107,22,P,5-10jt,4
3108,49,L,3-5jt,1
3109,26,L,1-3jt,1
3110,55,P,1-3jt,6
3111,30,P,1-3jt,5
3112,41,L,3-5jt,3
3113,56,P,1-3jt,0
3114,53,L,3-5jt,3
3115,20,P,5-10jt,2
3116,55,P,1-3jt,1
3117,40,L,1-3jt,1
3118,20,L,3-5jt,5
3119,44,L,5-10jt,1
3120,51,L,5-10jt,6
3121,17,P,3-5jt,0
3122,29,P,3-5jt,3
3123,27,L,3-5jt,5
3124,28,L,3-5jt,6
3125,28,L,5-10jt,4
3126,22,P,1-3jt,4
3127,34,L,3-5jt,0
3128,56,L,5-10jt,6
3129,39,P,3-5jt,3
3130,55,P,5-10jt,1
3131,29,P,3-5jt,5
3132,55,P,5-10jt,5
3133,35,L,1-3jt,3
3134,32,P,5-10jt,2
3135,54,L,3-5jt,2
3136,19,P,3-5jt,1
3137,43,P,5-10jt,1
3138,22,P,5-10jt,3
3139,48,P,3-5jt,0
3140,38,P,1-3jt,0
3141,48,L,5-10jt,3
3142,54,L,1-3jt,0
3143,26,P,1-3jt,1
3144,59,P,1-3jt,1
3145,56,L,3-5jt,4
3146,56,P,1-3jt,3
3147,58,P,1-3jt,3
3148,39,P,5-10jt,6
3149,50,L,3-5jt,2
3150,46,L,5-10jt,5
3151,34,L,1-3jt,0
3152,40,L,1-3jt,6
3153,59,L,3-5jt,1
3154,44,P,3-5jt,2
3155,57,P,5-10jt,4
3156,21,P,1-3jt,5
3157,48,P,1-3jt,4
3158,30,L,5-10jt,4
3159,28,P,5-10jt,2
3160,22,P,5-10jt,1
3161,33,L,3-5jt,2
3162,27,L,1-3jt,0
3163,50,L,5-10jt,0
3164,39,P,5-10jt,4
3165,28,P,1-3jt,2
3166,36,P,1-3jt,3
3167,33,L,1-3jt,0
3168,55,P,1-3jt,6
3169,54,P,1-3jt,0
3170,51,L,3-5jt,6
3171,18,L,3-5jt,3
3172,21,P,1-3jt,3
3173,54,P,5-10jt,2
3174,44,P,3-5jt,1
3175,55,L,1-3jt,6
3176,57,L,5-10jt,2
3177,32,L,3-5jt,5
3178,51,P,3-5jt,1
3179,44,P,3-5jt,2
3180,25,P,1-3jt,0
3181,33,L,1-3jt,3
3182,18,P,3-5jt,1
3183,18,L,5-10jt,6
3184,28,P,1-3jt,4
3185,35,P,1-3jt,3
3186,48,P,3-5jt,6
3187,34,P,3-5jt,2
3188,56,P,5-10jt,2
3189,20,P,1-3jt,6
3190,27,L,1-3jt,6
3191,35,P,1-3jt,1
3192,18,P,1-3jt,3
3193,17,P,5-10jt,3
3194,60,P,3-5jt,4
3195,45,P,1-3jt,1
3196,51,L,1-3jt,3
3197,46,P,5-10jt,4
3198,55,P,3-5jt,3
3199,31,P,5-10jt,5
3200,49,L,5-10jt,6
3201,23,L,3-5jt,2
3202,57,P,1-3jt,6
3203,53,L,5-10jt,0
3204,57,P,5-10jt,1
3205,46,L,3-5jt,4
3206,37,L,1-3jt,6
3207,55,L,3-5jt,0
3208,51,L,3-5jt,4
3209,44,P,3-5jt,2
3210,21,P,3-5jt,0
3211,51,L,5-10jt,1
3212,17,L,1-3jt,2
3213,23,P,1-3jt,1
3214,53,P,1-3jt,1
3215,60,P,5-10jt,3
3216,21,P,5-10jt,2
3217,32,L,1-3jt,3
3218,49,P,1-3jt,6
3219,29,P,5-10jt,1
3220,32,P,5-10jt,2
3221,32,L,3-5jt,0
3222,54,P,1-3jt,5
3223,52,L,5-10jt,1
3224,39,L,1-3jt,2
3225,31,P,1-3jt,1
3226,21,P,3-5jt,6
3227,50,L,5-10jt,4
3228,56,L,3-5jt,3
3229,56,P,1-3jt,2
3230,22,P,5-10jt,3
3231,48,P,1-3jt,1
3232,55,L,5-10jt,0
3233,41,L,1-3jt,6
3234,44,L,1-3jt,5
3235,43,L,5-10jt,5
3236,55,P,1-3jt,2
3237,24,L,3-5jt,1
3238,58,L,5-10jt,3
3239,43,L,5-10jt,3
3240,23,L,5-10jt,4
3241,39,L,1-3jt,4
3242,49,L,1-3jt,0
3243,55,L,5-10jt,1
3244,47,L,5-10jt,0
3245,22,P,5-10jt,2
3246,59,P,5-10jt,1
3247,45,L,3-5jt,0
3248,45,L,3-5jt,4
3249,58,P,1-3jt,6
3250,40,L,5-10jt,4
3251,52,P,5-10jt,4
3252,38,P,3-5jt,6
3253,24,L,5-10jt,2
3254,36,L,1-3jt,5
3255,59,L,1-3jt,5
3256,40,P,3-5jt,6
3257,47,L,5-10jt,1
3258,51,P,5-10jt,4
3259,34,P,5-10jt,2
3260,47,L,1-3jt,2
3261,42,L,5-10jt,2
3262,49,P,5-10jt,4
3263,57,P,3-5jt,4
3264,43,L,1-3jt,0
3265,22,L,1-3jt,5
3266,54,L,1-3jt,3
3267,53,L,3-5jt,1
3268,28,L,3-5jt,6
3269,31,L,3-5jt,6
3270,40,L,1-3jt,4
3271,45,L,5-10jt,3
3272,31,P,3-5jt,0
3273,27,L,3-5jt,3
3274,53,P,5-10jt,1
3275,28,P,1-3jt,5
3276,55,L,5-10jt,1
3277,27,L,3-5jt,3
3278,17,L,5-10jt,4
3279,47,L,5-10jt,6
3280,50,P,3-5jt,0
3281,58,L,1-3jt,3
3282,18,P,1-3jt,1
3283,28,L,3-5jt,4
3284,24,L,1-3jt,6
3285,37,L,3-5jt,2
3286,18,P,5-10jt,3
3287,22,L,5-10jt,4
3288,43,P,5-10jt,5
3289,37,L,1-3jt,5
3290,42,L,5-10jt,0
3291,46,L,1-3jt,3
3292,45,P,3-5jt,1
3293,41,P,3-5jt,5
3294,45,P,3-5jt,1
3295,19,P,3-5jt,2
3296,45,L,1-3jt,2
3297,26,P,3-5jt,2
3298,42,P,5-10jt,0
3299,41,P,1-3jt,1
3300,53,P,3-5jt,5
3301,35,P,3-5jt,4
3302,47,P,3-5jt,0
3303,57,L,1-3jt,4
3304,54,L,3-5jt,4
3305,51,L,5-10jt,4
3306,30,L,1-3jt,1
3307,47,L,1-3jt,4
3308,39,L,3-5jt,1
3309,44,P,3-5jt,3
3310,38,L,3-5jt,6
3311,60,L,1-3jt,0
3312,44,P,3-5jt,1
3313,17,L,3-5jt,5
3314,38,L,5-10jt,5
3315,58,L,5-10jt,5
3316,19,P,5-10jt,0
3317,48,L,5-10jt,6
3318,47,L,5-10jt,2
3319,36,P,5-10jt,0
3320,28,L,3-5jt,4
3321,32,L,3-5jt,4
3322,56,L,1-3jt,4
3323,52,P,5-10jt,6
3324,55,L,3-5jt,1
3325,58,L,3-5jt,4
3326,25,P,3-5jt,5
3327,59,L,3-5jt,5
3328,19,L,1-3jt,6
3329,47,P,1-3jt,5
3330,40,L,5-10jt,1
3331,28,L,1-3jt,3
3332,42,P,3-5jt,1
3333,59,P,3-5jt,2
3334,45,L,3-5jt,2
3335,52,P,5-10jt,6
3336,54,P,1-3jt,3
3337,60,P,1-3jt,2
3338,19,P,1-3jt,0
3339,24,L,1-3jt,5
3340,31,L,1-3jt,2
3341,58,P,3-5jt,2
3342,51,L,5-10jt,1
3343,37,P,1-3jt,3
3344,19,P,5-10jt,2
3345,19,L,3-5jt,3
3346,20,L,5-10jt,4
3347,47,L,1-3jt,6
3348,27,P,5-10jt,4
3349,51,P,5-10jt,3
3350,26,P,3-5jt,0
3351,50,P,1-3jt,4
3352,31,P,1-3jt,5
3353,54,L,5-10jt,4
3354,23,L,5-10jt,1
3355,51,P,3-5jt,5
3356,30,L,5-10jt,4
3357,18,P,1-3jt,5
3358,60,P,5-10jt,4
3359,31,L,1-3jt,1
3360,30,P,3-5jt,6
3361,60,P,3-5jt,0
3362,26,P,3-5jt,2
3363,34,L,5-10jt,1
3364,37,P,1-3jt,2
3365,49,P,3-5jt,0
3366,33,P,5-10jt,6
3367,48,L,1-3jt,2
3368,30,P,3-5jt,6
3369,24,L,3-5jt,1
3370,53,P,3-5jt,5
3371,42,P,5-10jt,3
3372,41,P,1-3jt,0
3373,19,L,3-5jt,2
3374,33,P,5-10jt,0
3375,52,P,1-3jt,2
3376,50,L,1-3jt,3
3377,55,P,1-3jt,2
3378,50,L,1-3jt,2
3379,34,P,3-5jt,1
3380,54,P,1-3jt,0
3381,25,P,5-10jt,5
3382,54,P,1-3jt,1
3383,27,L,3-5jt,1
3384,37,P,3-5jt,5
3385,21,L,1-3jt,5
3386,48,P,3-5jt,2
3387,40,L,1-3jt,0
3388,34,P,1-3jt,5
3389,59,L,5-10jt,5
3390,33,P,5-10jt,2
3391,43,P,5-10jt,5
3392,25,L,5-10jt,4
3393,33,L,1-3jt,1
3394,43,P,1-3jt,3
3395,58,P,5-10jt,1
3396,58,L,3-5jt,4
3397,18,L,5-10jt,2
3398,30,L,5-10jt,1
3399,47,L,1-3jt,6
3400,56,L,5-10jt,1
3401,18,P,3-5jt,5
3402,21,P,3-5jt,1
3403,24,L,5-10jt,4
3404,53,P,5-10jt,6
3405,55,L,1-3jt,6
3406,29,P,1-3jt,4
3407,60,P,3-5jt,2
3408,33,L,3-5jt,4
3409,53,L,3-5jt,0
3410,35,P,1-3jt,3
3411,18,L,5-10jt,6
3412,52,L,5-10jt,5
3413,35,L,1-3jt,5
3414,37,P,3-5jt,3
3415,36,P,1-3jt,0
3416,25,P,3-5jt,6
3417,21,P,3-5jt,2
3418,36,L,5-10jt,0
3419,29,L,3-5jt,5
3420,55,P,5-10jt,3
3421,27,P,3-5jt,5
3422,21,P,3-5jt,3
3423,21,L,5-10jt,4
3424,48,L,5-10jt,6
3425,31,P,3-5jt,0
3426,24,L,5-10jt,0
3427,41,L,3-5jt,1
3428,23,P,5-10jt,1
3429,22,L,3-5jt,1
3430,57,L,1-3jt,6
3431,48,L,5-10jt,5
3432,17,P,5-10jt,0
3433,34,P,3-5jt,6
3434,28,L,1-3jt,1
3435,42,P,5-10jt,0
3436,28,L,1-3jt,1
3437,56,P,3-5jt,2
3438,24,P,5-10jt,3
3439,44,L,3-5jt,6
3440,45,L,3-5jt,1
3441,29,P,1-3jt,6
3442,43,P,1-3jt,1
3443,28,P,1-3jt,4
3444,59,L,3-5jt,5
3445,45,L,1-3jt,4
3446,45,L,1-3jt,2
3447,48,P,3-5jt,6
3448,21,P,5-10jt,4
3449,46,P,5-10jt,0
3450,37,L,5-10jt,6
